fuente_pdf,pagina_aprox,sector,fondo_documental,unidad_productora,fraccion_documental,codigo_serie,serie_documental,tipo_documento,valor_serie,retencion_ag,retencion_ap,retencion_oaa,retencion_total,valoracion_decision,valoracion_destino,valoracion_momento,valoracion_justifica,hash_fila
anexo2_layout.txt,1,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CODI,CODI/01,ACTAS DE SESIONES,ACTAS DE SESIONES,PERMANENTE,2,0,28,30,TRANSFERENCIA,Archivo Central,Conservar en Archivo Central de forma indefinida.,Conservacion permanente segun PCD,bea06c154e8fd4df85b5f31938d1add802439889206682d72ca0cd11045e7739
anexo2_layout.txt,1,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CODI,CODI/02,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,6,8,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,b9e86e404baab00fd76b312329a3de48083571a7d83394f187d8f50bc84e2646
anexo2_layout.txt,2,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),PREJ,PREJ/01,RESOLUCIONES,RESOLUCIONES,PERMANENTE,2,0,28,30,TRANSFERENCIA,Archivo Central,Conservar en Archivo Central de forma indefinida.,Conservacion permanente segun PCD,1d7b89249d14014dc23c20beb45b9873a9c6c096df64b213d2b9a8862f052cd2
anexo2_layout.txt,2,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),PREJ,PREJ/02,PRONUNCIAMIENTOS,PRONUNCIAMIENTOS,PERMANENTE,2,0,28,30,TRANSFERENCIA,Archivo Central,Conservar en Archivo Central de forma indefinida.,Conservacion permanente segun PCD,bd0a3b285de2fd3e88512e78ea3ecd1e4c5e4233fa3434ff3f5941f2ab087aaa
anexo2_layout.txt,2,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),PREJ,PREJ/03,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,6,8,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,425fe0071856c758a8d6316077c0172e073da71da952d86c351fe51aa954b1a8
anexo2_layout.txt,3,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COIN,COIN/01,RESOLUCIONES JEFATURALES,RESOLUCIONES JEFATURALES,PERMANENTE,2,8,20,30,TRANSFERENCIA,Archivo Central,Conservar en Archivo Central de forma indefinida.,Conservacion permanente segun PCD,1abfa649c40b7ff34513cba70b38e9471b79d34b68f5ac81b5a8dd9866f77e0e
anexo2_layout.txt,3,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COIN,COIN/02,ACCIONES DE CONTROL,ACCIONES DE CONTROL,TEMPORAL,2,8,5,15,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,f1dd983adb531c69e1ce02caeffc7e8cc6e3bf9b1acbab70cc551813ae045792
anexo2_layout.txt,3,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COIN,COIN/03,ACTIVIDADES DE CONTROL,ACTIVIDADES DE CONTROL,TEMPORAL,2,8,5,15,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,b689a4e2a95f591eb555910eacbb9e993c75e70b9c5c1cd7110b922d9bc61644
anexo2_layout.txt,3,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COIN,COIN/04,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,8,2,12,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,75ea78ecb536d896528fab110915dde875fb0a2641a0f625006c9bedc7214aaf
anexo2_layout.txt,4,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COCA,COCA/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,8,2,12,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,099f0c119d3f133f74494a87a50477924d0a1fcd64772ed7462bfa479d17c2b6
anexo2_layout.txt,5,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),AGMC,AGMC/01,INFORMES DE SOCIEDADES AUDITORAS,INFORMES DE SOCIEDADES AUDITORAS,TEMPORAL,2,8,5,15,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,98c4416e0eff629ba54c68154f6c3736abdc7a4b32968eeff7fab2831f43f8be
anexo2_layout.txt,5,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),AGMC,AGMC/02,INFORMES DE SEGUIMIENTOS DE MEDIDAS CORRECTIVAS,INFORMES DE SEGUIMIENTOS DE MEDIDAS CORRECTIVAS,TEMPORAL,2,8,5,15,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,96dd39d5f4dbe6c031b46b9610062f07e0fb539e5b58cbef171ca2928f09783f
anexo2_layout.txt,5,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),AGMC,AGMC/03,VEEDURIAS,VEEDURIAS,TEMPORAL,2,8,5,15,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,71f1d43d64a38d6519815e8c59d373edaeb52612ec92337da794fa0731f7b7f3
anexo2_layout.txt,5,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),AGMC,AGMC/04,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,8,2,12,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,4c81d67ab6a58bec5e9ed220680d2f26accda97b5a885d05aed17bcd2357721a
anexo2_layout.txt,6,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),APGE,APGE/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,8,2,12,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,21014143cac8bb48a03f992f1ff5aba3682d54244bbc30c22630b561b487e435
anexo2_layout.txt,7,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),SEMC,SEMC/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,8,2,12,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,99a4d278ec3ae08b8c126ad73bca94afa006932135929d86d933ae866f517285
anexo2_layout.txt,8,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COCE,COCE/01,EXPEDIENTES DE QUEJAS Y DENUNCIAS,EXPEDIENTES DE QUEJAS Y DENUNCIAS,TEMPORAL,2,8,5,15,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,075752d1b84d0ad69dd5a747252dde975ae0a55e31eeedd1f12b6230503d5957
anexo2_layout.txt,8,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COCE,COCE/02,HOJAS DE EVALUACIONES,HOJAS DE EVALUACIONES,TEMPORAL,2,8,5,15,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,733f37bea6392d68faf7dde31f20fd7434fd4ddfde8066c80773b60d00581a22
anexo2_layout.txt,8,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COCE,COCE/03,PAPELES DE TRABAJO,PAPELES DE TRABAJO,TEMPORAL,2,8,5,15,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,f43d1b0a76c59ecdfe5b2974b7fa75025d739d0c966faddfe5f6c5bcee042df6
anexo2_layout.txt,8,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COCE,COCE/04,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,8,2,12,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,a458221634f801b3e12be4e71a4cb9451b85c8d8b15563b574c72df3cbb3f623
anexo2_layout.txt,9,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COC1,COC1/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,8,2,12,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,092629101fcf9cd275445b17ac706bc10e555c94223ad3859a226e06635ddaa9
anexo2_layout.txt,10,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COC2,COC2/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,8,2,12,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,ddb315144f2068c9efec8997c72d9511baeb33d77fc032d2a41c773fdfa9db29
anexo2_layout.txt,11,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COD1,COD1/01,EXPEDIENTES DE QUEJAS Y DENUNCIAS,EXPEDIENTES DE QUEJAS Y DENUNCIAS,TEMPORAL,2,8,5,15,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,320794f6aee545395db842d59878718fe963ab906a78a20c99acc88986f1cd89
anexo2_layout.txt,11,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COD1,COD1/02,HOJAS DE EVALUACIONES,HOJAS DE EVALUACIONES,TEMPORAL,2,8,5,15,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,4376c23dcabfac43507edb0e80ce0c344a0562c397acd898bdc2040fc81bed95
anexo2_layout.txt,11,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COD1,COD1/03,PAPELES DE TRABAJO,PAPELES DE TRABAJO,TEMPORAL,2,8,5,15,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,eafeb63fd72673f01ea634fd44fb23032e271be90c17dfd69c1397742396b4d3
anexo2_layout.txt,11,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COD1,COD1/04,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,8,2,12,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,e8c5b7a318990725132f152fa4e0f15acd3fe64812a301b5372177c67ff0e061
anexo2_layout.txt,12,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CD11,CD11/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,8,2,12,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,e465e15c979b918817be5ba78c7b6cd767a2fda044488a1870d596a0a3421e8c
anexo2_layout.txt,13,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CD12,CD12/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,8,2,12,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,4a182f85f8a6be9b91ab5066198867be3426f81fa848fcf42493ce80265ffa1d
anexo2_layout.txt,14,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CD13,CD13/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,8,2,12,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,5aef4f7c182e8ca8287e1d947a1d14dfa602f6e835388593d012916ae7715987
anexo2_layout.txt,15,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CD14,CD14/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,8,2,12,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,db35ff7f784f184765646980675d93232ec7369fb1180410d0736496acc212a1
anexo2_layout.txt,16,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COD2,COD2/01,EXPEDIENTES DE QUEJAS Y DENUNCIAS,EXPEDIENTES DE QUEJAS Y DENUNCIAS,TEMPORAL,2,8,5,15,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,0be35eef27bfb8d40dbc15724d2061363b016acc85ce6e6bf9a30daef02f0fff
anexo2_layout.txt,16,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COD2,COD2/02,HOJAS DE EVALUACIONES,HOJAS DE EVALUACIONES,TEMPORAL,2,8,5,15,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,3bb94800f60917ec2d68d0bc21c7e5a126709478e85bcb601f5ae33c704ad2b0
anexo2_layout.txt,16,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COD2,COD2/03,PAPELES DE TRABAJO,PAPELES DE TRABAJO,TEMPORAL,2,8,5,15,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,a4c2eea72eb268196b44f117cde9621ac76c361d610103c0bb535b296e8c7ae2
anexo2_layout.txt,16,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COD2,COD2/04,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,6,2,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,33026ecce03bdc68f4d32e9c6eeba02aef95606f874ea75194d6b2a3df784195
anexo2_layout.txt,17,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CD21,CD21/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,8,2,12,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,229441fe5f42dbc2f12b7604c00139d404a6846bf25f4dcd1dd49d0812699cfd
anexo2_layout.txt,18,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CD22,CD22/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,8,2,12,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,55b790db4250b7f7e762ab0f076cda707b33d9e80a437033d3a78a3a2e172384
anexo2_layout.txt,19,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CD23,CD23/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,8,2,12,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,1f3fd1613f8b1a43a6fbfbb13896c2a9c98cc2e83dffd6987b8cb7ee7ed55838
anexo2_layout.txt,20,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COD3,COD3/01,EXPEDIENTES DE QUEJAS Y DENUNCIAS,EXPEDIENTES DE QUEJAS Y DENUNCIAS,TEMPORAL,2,8,5,15,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,202c139d7eb68a6f38e985aa60d035c4a61b4e93033a395ede0a0ca76e93ca37
anexo2_layout.txt,20,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COD3,COD3/02,HOJAS DE EVALUACIONES,HOJAS DE EVALUACIONES,TEMPORAL,2,8,5,15,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,3c845868913a805ef9f41d834a52809e97d769b538577b11f7fc4be9d6adb794
anexo2_layout.txt,20,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COD3,COD3/03,PAPELES DE TRABAJO,PAPELES DE TRABAJO,TEMPORAL,2,8,5,15,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,d23a01c604945e4a59253228a15fc5088c68c37cfdfe4374f2faaeec8f5c9704
anexo2_layout.txt,20,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COD3,COD3/04,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,8,2,12,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,a027ed9e1265be82bc03dc017adf0cb4cb4625edd9af9041b290890854a993f3
anexo2_layout.txt,21,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CD31,CD31/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,8,2,12,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,6e57b104c8e269e0cd780e0ab6b6932fedff4b8a64a8b87572d943e1e7ea69eb
anexo2_layout.txt,22,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CD32,CD32/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,8,2,12,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,32a5164a3027e993514969c8095d4af43c4999a70da8ee285568e144224062ee
anexo2_layout.txt,23,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CD33,CD33/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,8,2,12,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,a487f45b914797f5c5034d96d2081b391737ad798cc566794d4b0aa8f277334c
anexo2_layout.txt,24,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CD34,CD34/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,8,2,12,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,f206fc56d2c08ff5464f93917703823866a3c21ff6c408f025076acf933ced39
anexo2_layout.txt,25,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),SEGE,SEGE/01,RESOLUCIONES SECRETARIALES,RESOLUCIONES SECRETARIALES,PERMANENTE,2,0,28,30,TRANSFERENCIA,Archivo Central,Conservar en Archivo Central de forma indefinida.,Conservacion permanente segun PCD,2be6e530de4c5a9ee5e424ecd0d1bb6b128c1cb80cdcb4ccff3b458d58000679
anexo2_layout.txt,25,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),SEGE,SEGE/02,CONVENIOS,CONVENIOS,PERMANENTE,2,0,28,30,TRANSFERENCIA,Archivo Central,Conservar en Archivo Central de forma indefinida.,Conservacion permanente segun PCD,709c1dfccc5f95c4239fce37435eb99da98b8a376ad57afe818b75c6bf58e94b
anexo2_layout.txt,25,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),SEGE,SEGE/03,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,6,8,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,f8f2dd94ab7efd861ee9ba8208f1b11e0c4ea6db89bd599e630a55ed2a8d4aa1
anexo2_layout.txt,26,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),ADDO,ADDO/01,REPORTES DE ENTREGA DE DOCUMENTOS,REPORTES DE ENTREGA DE DOCUMENTOS,TEMPORAL,2,0,4,6,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,7fd3b14769065259078e5e5e10c5d81f4e0997285a217d9ec1ca03108beed2d2
anexo2_layout.txt,26,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),ADDO,ADDO/02,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,4,6,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,ae3df85af78b0ef5c888ff3b8c7e160d5b5a463e8c5ac8e47b536fd68a0dbcc1
anexo2_layout.txt,27,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),ADIN,ADIN/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,4,6,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,50dea863b7d38ae70ee43f8698cb45d5ca9318a16fda382f886973a562dd0548
anexo2_layout.txt,28,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),ARCE,ARCE/01,EXPEDIENTES DE TRANSFERENCIA DE DOCUMENTOS,EXPEDIENTES DE TRANSFERENCIA DE DOCUMENTOS,PERMANENTE,2,0,28,30,TRANSFERENCIA,Archivo Central,Conservar en Archivo Central de forma indefinida.,Conservacion permanente segun PCD,9c75ccd49d0be8fb94f5d974feae915dcdc3ab7e9ad83cc3c0d2d604a424e254
anexo2_layout.txt,28,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),ARCE,ARCE/02,EXPEDIENTES DE ELIMINACION DE DOCUMENTOS,EXPEDIENTES DE ELIMINACION DE DOCUMENTOS,PERMANENTE,2,0,28,30,TRANSFERENCIA,Archivo Central,Conservar en Archivo Central de forma indefinida.,Conservacion permanente segun PCD,a6cafd15e46df69770e26597362e12ae88ac295c6ff7d43d29933af36c229437
anexo2_layout.txt,28,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),ARCE,ARCE/03,EXPEDIENTES DE SUPERVISION Y ASISTENCIA TECNICA,EXPEDIENTES DE SUPERVISION Y ASISTENCIA TECNICA,TEMPORAL,2,0,8,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,b7faadfd777b920078cb7c48c68f55524472090ba670061524adf95f5838cee9
anexo2_layout.txt,28,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),ARCE,ARCE/04,FORMULARIOS DE SERVICIO ARCHIVISTICO,FORMULARIOS DE SERVICIO ARCHIVISTICO,TEMPORAL,2,0,4,6,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,995332f2381a8b47cc306c276b57a31c86caf1ddb53097d4a083b4ee897fa1ab
