fuente_pdf,pagina_aprox,sector,fondo_documental,unidad_productora,fraccion_documental,codigo_serie,serie_documental,tipo_documento,valor_serie,retencion_ag,retencion_ap,retencion_oaa,retencion_total,valoracion_decision,valoracion_destino,valoracion_momento,valoracion_justifica,hash_fila
anexo2_layout.txt,119,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COMP,COMP/01,PLANILLAS DE HABERES ACTIVOS,PLANILLAS DE HABERES ACTIVOS,PERMANENTE,1,24,5,30,TRANSFERENCIA,Archivo Central,Conservar en Archivo Central de forma indefinida.,Conservacion permanente segun PCD,51103e8f487b496d4391b2fcd836fa1434c40e2f697a1b1d5394306efc3c8d2b
anexo2_layout.txt,119,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COMP,COMP/02,PLANILLAS DE HABERES CESANTES,PLANILLAS DE HABERES CESANTES,PERMANENTE,1,24,5,30,TRANSFERENCIA,Archivo Central,Conservar en Archivo Central de forma indefinida.,Conservacion permanente segun PCD,112b4d157b9aef48bca56a70d400a3a14a6dc39ced00e889b7fa6167ac866374
anexo2_layout.txt,119,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COMP,COMP/03,PLANILLAS DE COMPENSACION POR TIEMPO DE SERVICIOS,PLANILLAS DE COMPENSACION POR TIEMPO DE SERVICIOS,PERMANENTE,1,24,5,30,TRANSFERENCIA,Archivo Central,Conservar en Archivo Central de forma indefinida.,Conservacion permanente segun PCD,4cb078f840cfb9ac99c5bce0fcce6cefe7c93e6575199f359518dcf5c9b47617
anexo2_layout.txt,119,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COMP,COMP/04,PLANILLAS DE ASOCIACION DE FONDOS PRIVADOS,PLANILLAS DE ASOCIACION DE FONDOS PRIVADOS,PERMANENTE,1,24,5,30,TRANSFERENCIA,Archivo Central,Conservar en Archivo Central de forma indefinida.,Conservacion permanente segun PCD,5bc1ce34481765e2c528a3bd369e5a348fc47b38fa2ecd02577bb1d281b9f231
anexo2_layout.txt,119,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COMP,COMP/05,PLANILLAS DE RETENCIONES DE QUINTA CATEGORIA,PLANILLAS DE RETENCIONES DE QUINTA CATEGORIA,PERMANENTE,1,24,5,30,TRANSFERENCIA,Archivo Central,Conservar en Archivo Central de forma indefinida.,Conservacion permanente segun PCD,41fe7611c4859eafc9ec51a60c78ec3bd990900d28c1a01752b9458c53cd28f4
anexo2_layout.txt,119,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COMP,COMP/06,LIQUIDACIONES DE BENEFICIOS SOCIALES,LIQUIDACIONES DE BENEFICIOS SOCIALES,PERMANENTE,1,24,5,30,TRANSFERENCIA,Archivo Central,Conservar en Archivo Central de forma indefinida.,Conservacion permanente segun PCD,d50d394122523976b99a9c8bcb78692fefefd17a4f0638a22188fccaea0aa586
anexo2_layout.txt,119,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COMP,COMP/07,CERTIFICADOS DE COMPENSACION POR TIEMPO DE SERVICIOS,CERTIFICADOS DE COMPENSACION POR TIEMPO DE SERVICIOS,PERMANENTE,1,24,5,30,TRANSFERENCIA,Archivo Central,Conservar en Archivo Central de forma indefinida.,Conservacion permanente segun PCD,1b83cab447e94ecf7c504fb4a73e3a2541fae20720abc546d2c9573c11431a5a
anexo2_layout.txt,119,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COMP,COMP/08,CERTIFICADOS DE RETENCION,CERTIFICADOS DE RETENCION,PERMANENTE,1,24,5,30,TRANSFERENCIA,Archivo Central,Conservar en Archivo Central de forma indefinida.,Conservacion permanente segun PCD,a8bc6eb38365e30c298e52efbf1b66618398835cb3902576b36e27769a06fd5d
anexo2_layout.txt,119,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COMP,COMP/09,BOLETAS DE PAGO,BOLETAS DE PAGO,PERMANENTE,1,24,5,30,TRANSFERENCIA,Archivo Central,Conservar en Archivo Central de forma indefinida.,Conservacion permanente segun PCD,b972ee6e78bb78d90099a73754b43c07266d01bbf503461d2c5fb6266e4cdb59
anexo2_layout.txt,119,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COMP,COMP/10,REGISTRO ALFABETICO DE PERSONAL,REGISTRO ALFABETICO DE PERSONAL,PERMANENTE,2,8,20,30,TRANSFERENCIA,Archivo Central,Conservar en Archivo Central de forma indefinida.,Conservacion permanente segun PCD,fe7a7c69fc7be20fd32645a93f296b50c16731b3acf2bd6c2dc934e77d025aed
anexo2_layout.txt,119,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),COMP,COMP/11,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,2,2,6,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,355179ff6547b6cfda347e9738ca795cc5f2cdab6db25084ac8cbefe23858346
anexo2_layout.txt,120,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),RELA,RELA/01,CONVENIOS COLECTIVOS,CONVENIOS COLECTIVOS,PERMANENTE,5,0,25,30,TRANSFERENCIA,Archivo Central,Conservar en Archivo Central de forma indefinida.,Conservacion permanente segun PCD,3d7d304c87c234365f8e4221710aa83c9e36bd2f1c55f55b2504e975958d7bd8
anexo2_layout.txt,120,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),RELA,RELA/02,EXPEDIENTES DE PLIEGOS DE RECLAMOS,EXPEDIENTES DE PLIEGOS DE RECLAMOS,TEMPORAL,3,0,7,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,762ddfc112ae018cca9849baa4243bc2b3feaf3dc82894b291d94df18caeea5e
anexo2_layout.txt,120,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),RELA,RELA/03,EXPEDIENTES DE HUELGAS,EXPEDIENTES DE HUELGAS,TEMPORAL,3,0,7,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,4727bc30bb1762655b12fd1b9e16e59bc632cd41784e77b99e4ca33d8a9813dd
anexo2_layout.txt,120,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),RELA,RELA/04,LICENCIAS SINDICALES,LICENCIAS SINDICALES,TEMPORAL,3,0,7,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,eb1deda2d442853ec723cb14581d1b9be7545a3762dd9002263c33e168cfc304
anexo2_layout.txt,120,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),RELA,RELA/05,INSPECCIONES DE TRABAJO,INSPECCIONES DE TRABAJO,TEMPORAL,3,0,7,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,33adfbf2e227fdf7df2ca4a48e4c227769f3ddc467aa41e78978628d3bfde1d2
anexo2_layout.txt,120,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),RELA,RELA/06,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,3,0,7,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,48abb6f08794e3bbb4124574dcb3a8a034234ba9c8179d310905471b1fefca66
anexo2_layout.txt,123,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CAFP,CAFP/01,EXPEDIENTES DE PLANES DE CAPACITACIONES,EXPEDIENTES DE PLANES DE CAPACITACIONES,TEMPORAL,2,0,8,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,0edf89c3dda899bf8517e6f58bede5953266a8807a5e4d3e64aaf53bf666e934
anexo2_layout.txt,123,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CAFP,CAFP/02,EXPEDIENTES DE INTERNADO MEDICO,EXPEDIENTES DE INTERNADO MEDICO,TEMPORAL,2,0,8,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,fc60173373daa0b3e9b0ad0c3d6043c6648e518fee95dfd1fbfabf64dfac2beb
anexo2_layout.txt,123,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CAFP,CAFP/03,EXPEDIENTES DE RESIDENTADO MEDICO,EXPEDIENTES DE RESIDENTADO MEDICO,TEMPORAL,2,0,8,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,1094543e30d65efecd72426d9fb5d644a7fd107072699162dd9fd5db1e08636a
anexo2_layout.txt,123,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CAFP,CAFP/04,EXPEDIENTES DE SERUMS,EXPEDIENTES DE SERUMS,TEMPORAL,2,0,8,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,1f4f3a2e29f6c59c7a4cd27dd40dae9d73912c98d4aa1fcdacfe75c326f6b3b5
anexo2_layout.txt,123,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CAFP,CAFP/05,EXPEDIENTES DE INVESTIGACION,EXPEDIENTES DE INVESTIGACION,TEMPORAL,2,0,8,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,2556f80ff24a57f24097f0c48d96e1b15676818ca06590e94b625a7755dc124c
anexo2_layout.txt,123,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CAFP,CAFP/06,EXPEDIENTES DE VIAJES AL EXTERIOR,EXPEDIENTES DE VIAJES AL EXTERIOR,TEMPORAL,2,0,8,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,83fd914988985856727afd59a5454dfd66de24e83e9c636698bd78f1af770981
anexo2_layout.txt,123,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CAFP,CAFP/07,PROYECTOS DE PROGRAMAS DE INVESTIGACION,PROYECTOS DE PROGRAMAS DE INVESTIGACION,TEMPORAL,2,0,8,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,267145adf7126a776dcee3ad05f4bb92ce00eedf2cb67e0097c6bdf4f353fe7f
anexo2_layout.txt,123,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CAFP,CAFP/08,INFORMES DE CAPACITACION Y FORMACION,INFORMES DE CAPACITACION Y FORMACION,TEMPORAL,2,0,8,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,9c15af3a9c24b146dca559cfa1dac1eb4c0f068a90229e19a655cf10e6654bab
anexo2_layout.txt,123,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),CAFP,CAFP/09,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,4,6,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,f204925a41b4469e54fac39052a42aec78d8f9fa625c403a2b208b81a4274197
anexo2_layout.txt,124,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),BIPE,BIPE/01,POLIZAS DE SEGURO DE TRABAJO,POLIZAS DE SEGURO DE TRABAJO,TEMPORAL,2,2,6,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,64208e3a391d506a1768b23e9bd34fd3039502e668127f2714debfba6d66b8b7
anexo2_layout.txt,124,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),BIPE,BIPE/04,EXPEDIENTES DE PROGRAMAS DE CUIDADO DE SALUD,EXPEDIENTES DE PROGRAMAS DE CUIDADO DE SALUD,TEMPORAL,2,2,6,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,b6bfd3b957aabe1c92019c872beddd5e227348adc050f026bb00ba9459462e63
anexo2_layout.txt,124,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),BIPE,BIPE/05,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,2,4,8,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,85c6a69e8150d242048a64567ffb672998cf45195978c1208108a8a7c61e630d
anexo2_layout.txt,125,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),MODE,MODE/01,RESOLUCIONES DIRECTORALES,RESOLUCIONES DIRECTORALES,PERMANENTE,2,8,20,30,TRANSFERENCIA,Archivo Central,Conservar en Archivo Central de forma indefinida.,Conservacion permanente segun PCD,95ae463520c68cb48bc9c34049fdc4863e89e49e4367d8f1c1224b647de82e21
anexo2_layout.txt,125,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),MODE,MODE/02,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,4,4,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,376c965d9a07cbc7da1c686ce6774b48f6ba4dcbdbbf74975afc55df24659bc5
anexo2_layout.txt,125,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),MODE,MODE/03,AUTORIZACIONES DE DESCUENTOS DE SERVICIO INTEGRAL,AUTORIZACIONES DE DESCUENTOS DE SERVICIO INTEGRAL,TEMPORAL,2,2,2,6,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,bd8f380f9db0259d7b287c2099a5fc01d57a6edc96a251722b070359bb9b1222
anexo2_layout.txt,125,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),MODE,MODE/04,CONSTANCIAS,CONSTANCIAS,TEMPORAL,1,1,1,3,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,9acd00f9ff9b31ad1645aa0eb534ae99aff2fffe3fbad40348033ee7874dcd1d
anexo2_layout.txt,126,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),MOAD,MOAD/01,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,3,5,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,b43aec25f04a12f303b69a688e1bfb5d025a052a471202d3df98ad752218576c
anexo2_layout.txt,127,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),MOEN,MOEN/01,HISTORIAS CLINICAS DE ENFERMERIA,HISTORIAS CLINICAS DE ENFERMERIA,TEMPORAL,5,1,4,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,e73deb12849a1a1dfcd9fea8ba3ec3f55570a77d0761efd08b8d0c752529fa6e
anexo2_layout.txt,127,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),MOEN,MOEN/02,REGISTROS DE ENFERMERIA,REGISTROS DE ENFERMERIA,TEMPORAL,2,1,2,5,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,0fedbce118d39bcc801661a6bf0f41b02ead1bce93029fb8e3b9c7fabb64e4aa
anexo2_layout.txt,127,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),MOEN,MOEN/03,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,1,2,5,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,af75ccdba512b0d8f8a96775970773c02f40d22905ca5fdbe282e77a9bd5ee8d
anexo2_layout.txt,128,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),MOPS,MOPS/01,HISTORIAS PSICOEDUCATIVAS,HISTORIAS PSICOEDUCATIVAS,TEMPORAL,5,1,4,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,d617eabef784b42f80e621f4ca6761eedd5c88c6df6b217386ba389f1cb160f3
anexo2_layout.txt,128,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),MOPS,MOPS/02,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,1,2,5,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,f578c8f919636d60a2e89f058c301b9c9445f69d6b78fbc295c5db212c956e88
anexo2_layout.txt,129,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),MOAS,MOAS/01,EXPEDIENTES DE ASISTENCIA SOCIAL,EXPEDIENTES DE ASISTENCIA SOCIAL,TEMPORAL,5,1,4,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,f2fa3a58c6038bbfb4e3760ab6fc4d005e4744b4e3fd32d8407e27f5f23874f2
anexo2_layout.txt,129,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),MOAS,MOAS/02,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,1,2,5,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,b391bf1501612e4469cd10938281382b2d5563a336fe9dace9d0fb7c63d0576e
anexo2_layout.txt,130,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),MONU,MONU/01,HISTORIAS NUTRICIONALES,HISTORIAS NUTRICIONALES,TEMPORAL,5,1,4,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,2ce98b9acacd725c24b7b3e7ee067fa2eafed97917ba6a791476430f8990d168
anexo2_layout.txt,130,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),MONU,MONU/02,EXPEDIENTES DE CONSUMO DE VIVERES,EXPEDIENTES DE CONSUMO DE VIVERES,TEMPORAL,2,4,4,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,c5be1c1dcef9cde31ac2372d260b75c227f0df459c95e5f79013b8e4a8825ebd
anexo2_layout.txt,130,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),MONU,MONU/03,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,1,2,5,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,b4921061aaae18cdd9f17f57d41dbac590fc45b8bb3a6ff9700cc46ebc60df69
anexo2_layout.txt,131,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),SETE,SETE/01,AUTORIZACIONES DE DESCUENTOS,AUTORIZACIONES DE DESCUENTOS,TEMPORAL,2,0,4,6,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,8ff988f4be3d5f80ecadb8b8f205b969dfa4f88cedaeb95b2b5473bcc3633304
anexo2_layout.txt,131,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),SETE,SETE/02,CONSTANCIAS DE ADEUDOS Y NO ADEUDOS,CONSTANCIAS DE ADEUDOS Y NO ADEUDOS,TEMPORAL,2,0,4,6,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,894df19d82b19562a18a452293d6bbfaca9fa98bcc5da96ea11c7328cbf9ef24
anexo2_layout.txt,131,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),SETE,SETE/03,EXPEDIENTES DE SOLICITUDES DE CREDITOS,EXPEDIENTES DE SOLICITUDES DE CREDITOS,TEMPORAL,2,0,4,6,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,a732e746cbcdaed1676a74295f6e1f6c7834260cd2e4a3cec6d1ee1e11bb1749
anexo2_layout.txt,131,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),SETE,SETE/04,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,0,4,6,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,6b5643bed42cd84725f64a5afdaa425de67f53b0d983f2ebc22be707e967a37b
anexo2_layout.txt,132,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),LOGI,LOGI/01,RESOLUCIONES,RESOLUCIONES,PERMANENTE,2,3,25,30,TRANSFERENCIA,Archivo Central,Conservar en Archivo Central de forma indefinida.,Conservacion permanente segun PCD,7a7ef42415621bca46c33514069bd32c5625fb31d7cff2f2ee3445198a3f9193
anexo2_layout.txt,132,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),LOGI,LOGI/02,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,3,5,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,839c12d5a5ab599135c8e06112a2bdbceada75d7cb54d353a3d08f05690de8f2
anexo2_layout.txt,133,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),EVDC,EVDC/01,EXPEDIENTES DE PLAN ANUAL DE CONTRATACIONES,EXPEDIENTES DE PLAN ANUAL DE CONTRATACIONES,TEMPORAL,2,3,5,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,a5b812deec3b86a8d9f09805614b4effc5927c647d3a548d1cf88dfc21d94309
anexo2_layout.txt,133,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),EVDC,EVDC/02,EXPEDIENTES DE CONTROL DE PROCESOS,EXPEDIENTES DE CONTROL DE PROCESOS,TEMPORAL,2,3,5,10,ELIMINACION,Archivo Central (opcional/intermedio),Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,15e1933fd41900ab1f4901adc5f70b452458de3dc05a16fab0221855f93b0f33
anexo2_layout.txt,133,2. Nombre de la entidad:,SEGURO SOCIAL DE SALUD (EsSalud),SEGURO SOCIAL DE SALUD (EsSalud),EVDC,EVDC/03,CORRESPONDENCIA,CORRESPONDENCIA,TEMPORAL,2,2,4,8,ELIMINACION,Archivo de Gestion/Periferico,Ejecutar eliminacion documental conforme PCD/AGN.,Agotado el valor primario y vencidos plazos reglados en AG/AP/OAA.,f792c753ede377711229e452ff1634152fdd321b7b355c923dc7509264be8415
